Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2015-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 4/14/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Incomplete,Total Grades for Course,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,034,Directed Group Stdy,Angira Shirahatti; Bjorn Hartmann,25888,,,,,,,,,,,,,,,67,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,047,Directed Group Stdy,Pieter Abbeel,27528,,,,,,,,,,,,,,,55,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,050,Directed Group Stdy,John Denero; Thomas Warloe,26927,,,,,,,,,,,,,,,19,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,056,Directed Group Stdy,Andrew Qin; Bjorn Hartmann,25864,,,,,,,,,,,,,,,43,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,100,Directed Group Stdy,Paul Hilfinger,26928,,,,,,,,,,,,,,1,11,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,152,Directed Group Stdy,John Denero,26933,,,,,,,,,,,,,,,66,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EECS,Electrical Eng & Comp Sci,149,001,Intro Embedded Syst,Sanjit Seshia,24500,1,9,10,4,12,6,2,2,,,,,,,47,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EECS,Electrical Eng & Comp Sci,151,001,Intro Dig Inte Cir,John Wawrzynek; Vladimir Stojanovic,24503,1,4,4,3,6,2,3,1,1,,2,,1,,28,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EECS,Electrical Eng & Comp Sci,151LB,101,Dig Des Ic Fpga Lab,John Wawrzynek; Vladimir Stojanovic,24509,,8,1,,,1,,,,,,,,,10,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,16A,001,Design Info Dev I,Ali Niknejad; Anant Sahai,24603,15,257,65,59,35,21,12,7,2,1,1,1,3,2,481,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,16B,001,Design Info Dev Ii,Babak Ayazifar; Claire Tomlin; Elad Alon,24648,8,10,13,5,3,1,,1,1,,,,,,43,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,20,001,Sys And Signals,Babak Ayazifar,24669,4,41,10,8,37,9,6,22,3,2,2,4,1,,152,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,20,002,Sys And Signals,Shyam Parekh,24671,4,6,3,1,5,1,1,2,3,,,,2,,28,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,24,001,Freshman Seminar,Jeffrey Bokor,24735,,,,,,,,,,,,,,,12,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,40,001,Int Micro Circuits,David Allstot; Seth Sanders,24738,2,33,31,32,21,12,11,11,6,3,1,1,2,,170,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,105,001,Micro Dev & Cir,Ming-Chiang Wu,24831,8,6,4,4,4,6,2,3,1,,,,1,,39,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,C106A,001,Intro To Robotics,Ruzena Bajcsy,24870,2,14,,2,4,7,,2,,,,,,,33,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,118,001,Intro Optical Eng,Laura Waller,24852,2,2,2,2,4,3,,,,,,,,,15,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,120,001,Signals And Systems,Murat Arcak,24858,1,13,8,11,9,2,3,3,1,,,,1,,54,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,126,001,Prob & Random P,Kannan Ramchandran,24891,2,12,12,12,9,2,8,4,4,,1,,,5,75,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,C128,001,Feedback Cntrl Sys,Ronald Fearing,24900,2,9,3,1,2,1,,1,1,1,,,,1,22,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,130,001,Ic Devices,Sam Emaminejad,24915,1,5,6,9,1,,,,,,,,,,22,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,137A,001,Elec Power Systems,Alexandra Von Meier,24924,1,9,3,2,6,6,1,5,3,,,,2,,38,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,140,001,Lin Integ Circ,Clark Nguyen,24933,2,2,2,1,2,2,2,,,,,,,,13,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,143,001,Microfab Tech,Ali Javey,24963,2,5,5,3,2,7,1,2,,,,,,1,30,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,147,001,Microelectromec Sys,Kristofer Pister,24993,1,5,4,3,5,,,,,,,,,,18,,,,,,,,
2015 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,198,004,Directed Group Stdy,Clark Nguyen,25071,,,,,,,,,,,,,,,20,,,,,,,,
2015 Fall,Energy & Resources Group,"ENE,RES",Energy and Resources,24,001,Freshman Seminar,John Harte,27552,4,3,1,,1,,,,,,,,,,14,,,,,,,,
2015 Fall,Energy & Resources Group,"ENE,RES",Energy and Resources,C100,001,"Energy, Society",Daniel Kammen,27574,7,37,53,22,6,1,2,1,,,,,,,173,,,,,,,,
2015 Fall,Energy & Resources Group,"ENE,RES",Energy and Resources,C180,001,Ecol Econ History,Jalel Sager,27614,,3,5,2,2,,,,,,,,,,13,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,7,001,Intr Computer Prog,Grace O'Connell,27803,4,27,32,17,20,21,9,9,3,2,2,3,17,,178,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,15,001,Design Methodology,Dennis Lieu,27836,,10,8,,2,,,,,,,,,,20,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,25,001,Vis For Des,Sara Mcmains,27842,3,26,21,23,20,22,8,5,6,,3,,,,137,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,26,001,3 Dimen Mod Des,Kourosh Youssefi,27857,,66,12,7,14,7,,,,,,,1,,114,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,27,001,Intro Manfctrng Tol,Hayden Taylor,27872,7,39,15,40,14,3,3,8,6,,,,,1,136,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,45,001,Prop Of Matls,Lane Martin,27887,13,59,,13,55,,7,9,,1,5,,4,,167,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,001,Directed Group Stdy,Ikhlaq Sidhu; Terry Johnson,27926,,,,,,,,,,,,,,1,88,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,003,Directed Group Stdy,Connor Purviance; Terry Johnson,27932,,,,,,,,,,,,,,,17,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,004,Directed Group Stdy,Alyssa Herperger; Terry Johnson,27935,,,,,,,,,,,,,,,17,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,006,Directed Group Stdy,Kevin Korner; Terry Johnson,27939,,,,,,,,,,,,,,,18,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,007,Directed Group Stdy,Terry Johnson; Venkata Paruchuri,28127,,,,,,,,,,,,,,,18,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,008,Directed Group Stdy,Joshua Nowak; Terry Johnson,28130,,,,,,,,,,,,,,,17,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,009,Directed Group Stdy,Shreyas Srinivasan; Terry Johnson,28133,,,,,,,,,,,,,,,18,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,010,Directed Group Stdy,Terry Johnson; Wendy Wang,28136,,,,,,,,,,,,,,,16,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,014,Directed Group Stdy,Sarah Hull; Terry Johnson,28148,,,,,,,,,,,,,,,18,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,015,Directed Group Stdy,Jing Chen; Terry Johnson,28149,,,,,,,,,,,,,,,21,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,98,016,Directed Group Stdy,Harish Shanker; Terry Johnson,27800,,,,,,,,,,,,,,,19,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,115,001,Eng Thermodynamics,Alan Bolind,27940,,15,6,3,9,7,4,7,4,2,1,3,1,,65,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,117,001,Meth Engr Analysis,Stephen Morris,27941,1,17,9,7,14,1,10,3,5,,,,1,,71,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,120,001,Prin Of Engr Econom,Nicholas Gunther,27947,3,16,17,15,16,19,8,5,1,,,,,1,104,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,128,001,Adv Engr Des Graph,Dennis Lieu,27956,2,22,8,7,7,4,,,,,,,,,50,,,,,,,,
2015 Fall,Engineering Science,ENGIN,Engineering,198,001,Directed Group Stdy,Ikhlaq Sidhu; Terry Johnson,27971,,,,,,,,,,,,,,2,87,,,,,,,,
2015 Fall,English,ENGLISH,English,R1A,001,Reading And Comp,Katherine Snyder; Mary Wilson,28153,,5,4,2,2,5,,,,,,,,,18,,,,,,,,
2015 Fall,English,ENGLISH,English,R1A,002,Reading And Comp,Katherine Snyder; Rosalind Diaz,28156,,2,7,3,2,1,1,,,,,1,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,R1A,003,Reading And Comp,Daniel Benjamin; Katherine Snyder,28159,,4,9,4,,,,,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,R1A,004,Reading And Comp,Katherine Snyder; Rachel Lewis,28162,,1,8,4,3,,1,,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,R1A,005,Reading And Comp,Joseph Mansky; Katherine Snyder,28165,,1,4,6,3,1,,,,,,,1,,16,,,,,,,,
2015 Fall,English,ENGLISH,English,R1A,006,Reading And Comp,Joseph Albernaz; Katherine Snyder,28168,,2,2,4,5,2,,1,,,,,,,16,,,,,,,,
2015 Fall,English,ENGLISH,English,R1A,007,Reading And Comp,Ismail Muhammad; Katherine Snyder,28171,,6,5,4,2,1,,,,,,,,,18,,,,,,,,
2015 Fall,English,ENGLISH,English,R1A,008,Reading And Comp,Katherine Snyder; Rebecca Clark,28174,,5,4,2,,5,,1,1,,1,,,,19,,,,,,,,
2015 Fall,English,ENGLISH,English,R1A,009,Reading And Comp,Katherine Snyder; Shannon Chamberlain,28177,,5,5,6,3,,,,,,,,,,19,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,001,Reading And Comp,Adrian Acu; Katherine Snyder,28180,,1,4,2,4,1,1,,,,,,2,,15,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,002,Reading And Comp,Katherine Snyder; Timothy Heimlich,28183,,3,2,4,4,1,1,,1,,,,,,16,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,003,Reading And Comp,Katherine Snyder; Samia Rahimtoola,28186,,3,6,3,3,2,,,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,004,Reading And Comp,Allison Neal; Katherine Snyder,28189,,5,2,8,,,1,1,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,005,Reading And Comp,Evan Wilson; Katherine Snyder,28192,,2,6,6,4,1,,,,,,,,,19,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,006,Reading And Comp,Katherine Snyder; Rosetta Young,28195,,2,8,3,2,,2,,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,007,Reading And Comp,Frank Cruz; Katherine Snyder,28198,,3,5,3,4,1,,,,,,,,,16,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,008,Reading And Comp,Aristides Dimitriou; Katherine Snyder,28201,,7,5,4,2,,,,,,,,,,18,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,009,Reading And Comp,Charity Ketz; Katherine Snyder,28202,,10,3,5,1,,,,,,,,,,19,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,010,Reading And Comp,Katherine Snyder; Mark Bauer,28969,,2,3,7,5,,,,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,011,Reading And Comp,Katherine Snyder; Tyleen Kelly,28972,,,4,6,2,3,1,,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,012,Reading And Comp,Jocelyn Rodal; Katherine Snyder,28975,,,4,5,5,2,,,,,,,,,16,,,,,,,,
2015 Fall,English,ENGLISH,English,R1B,013,Reading And Comp,Irene Yoon; Katherine Snyder,28978,1,6,3,5,,2,,,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,26,001,Intro To Poetry,Anne-Lise Francois,28204,,13,4,1,,,,,,,,,,1,20,,,,,,,,
2015 Fall,English,ENGLISH,English,27,003,Intro To Fiction,Mitchell Breitwieser,28213,2,12,10,,,,,,,,,,,,25,,,,,,,,
2015 Fall,English,ENGLISH,English,31AC,001,Lit Amer Cultures,Nadia Ellis,28216,2,16,15,9,,,,,,,,,,,48,,,,,,,,
2015 Fall,English,ENGLISH,English,45A,001,Lit In English,Oliver Arnold,28219,1,7,14,15,10,6,4,2,1,,,,,2,65,,,,,,,,
2015 Fall,English,ENGLISH,English,45A,002,Lit In English,Alan Nelson,28228,,8,14,9,6,,,,,,,,,,38,,,,,,,,
2015 Fall,English,ENGLISH,English,45B,001,Lit In English,Charles Blanton,28240,,8,13,13,14,3,5,3,,,,,1,,63,,,,,,,,
2015 Fall,English,ENGLISH,English,45B,002,Lit In English,Kent Puckett,28249,,15,20,36,14,4,6,1,,1,,,,1,99,,,,,,,,
2015 Fall,English,ENGLISH,English,45C,001,Lit In English,Steven Lee,28261,,8,18,23,8,3,1,1,,,,,,1,64,,,,,,,,
2015 Fall,English,ENGLISH,English,45C,002,Lit In English,Dora Zhang,28273,8,9,36,10,11,10,2,,,1,1,,1,1,94,,,,,,,,
2015 Fall,English,ENGLISH,English,C77,001,Int Environ Studies,Garrison Sposito; Robert Hass,28285,1,11,11,1,2,1,,,,,,,,,32,,,,,,,,
2015 Fall,English,ENGLISH,English,104,001,Intro To Old Engl,Emily Thornbury,28387,3,8,7,7,5,5,2,,2,,,,,,43,,,,,,,,
2015 Fall,English,ENGLISH,English,C107,001,Bible/Lit,Steven Goldsmith,28390,,20,26,20,17,2,1,4,,,,,3,1,104,,,,,,,,
2015 Fall,English,ENGLISH,English,115B,001,Eng Renaissance,Joanna Picciotto,28405,,16,7,8,4,3,2,,,,,,1,4,45,,,,,,,,
2015 Fall,English,ENGLISH,English,117A,001,Shakespeare,David Landreth,28408,,13,14,14,22,8,1,,,1,,,1,1,79,,,,,,,,
2015 Fall,English,ENGLISH,English,117S,001,Shakespeare,David Marno,28420,,,7,17,15,7,,,,,,,1,1,51,,,,,,,,
2015 Fall,English,ENGLISH,English,118,001,Milton,James Turner,28423,,2,6,10,4,2,1,,,,,,,,30,,,,,,,,
2015 Fall,English,ENGLISH,English,125B,001,English Novel,Kent Puckett,28426,,12,19,13,1,,,,,,,,,,45,,,,,,,,
2015 Fall,English,ENGLISH,English,125C,001,European Novel,Irina Paperno,28429,,10,12,12,5,3,,,,,,,,,44,,,,,,,,
2015 Fall,English,ENGLISH,English,125D,001,20th Century Novel,Donna Jones,28432,,3,7,6,2,2,,,,,,,,,23,,,,,,,,
2015 Fall,English,ENGLISH,English,126,001,British Lit/1900-45,Joshua Gang,28435,,2,5,8,8,2,1,,1,,,,,,27,,,,,,,,
2015 Fall,English,ENGLISH,English,130B,001,Amer Lit: 1800-1865,Samuel Otter,28441,1,16,3,10,5,4,2,2,1,1,1,,,,57,,,,,,,,
2015 Fall,English,ENGLISH,English,130C,001,Am Lit: 1865-1900,Bryan Wagner,28450,,5,12,5,1,,,,,,,,,,23,,,,,,,,
2015 Fall,English,ENGLISH,English,131,001,American Poetry,Geoffrey O'Brien,28456,10,11,3,2,4,,,,,,,,,1,31,,,,,,,,
2015 Fall,English,ENGLISH,English,C136,001,American Studies,Richard Hutson,28462,1,12,9,2,1,,,,1,,,,,,27,,,,,,,,
2015 Fall,English,ENGLISH,English,137B,001,Chic Lit Since 1910,R Gonzalez,28465,,9,18,10,3,,,,,,,,,2,44,,,,,,,,
2015 Fall,English,ENGLISH,English,139,001,Cultures Of English,Donna Jones,28468,,6,6,6,5,,,,,,,,,,23,,,,,,,,
2015 Fall,English,ENGLISH,English,141,001,Modes Of Writing,Melanie Chandra,28471,,42,3,1,,,,,,,,,,,46,,,,,,,,
2015 Fall,English,ENGLISH,English,141,002,Modes Of Writing,Robert Hass,28474,,42,2,,,,,,,,,,,,45,,,,,,,,
2015 Fall,English,ENGLISH,English,143A,001,Short Fiction,Vikram Chandra,28477,,12,,,,,,,,,,,,1,13,,,,,,,,
2015 Fall,English,ENGLISH,English,143B,001,Verse,John Shoptaw,28480,2,5,3,,,,,,,,,,,,10,,,,,,,,
2015 Fall,English,ENGLISH,English,143B,002,Verse,Cecil Giscombe,28483,,10,1,,,,,,,,,,,,11,,,,,,,,
2015 Fall,English,ENGLISH,English,143C,001,Long Narrative,Carla Serpell,28486,,10,2,,,,,,,,,,,2,15,,,,,,,,
2015 Fall,English,ENGLISH,English,143N,001,Prose Nonfiction,Georgina Kleege,28489,,7,4,,,,,,,,,,,1,12,,,,,,,,
2015 Fall,English,ENGLISH,English,165,001,Special Topics,Rebecca Gaydos,28492,,8,1,1,,,,,,,,,,2,13,,,,,,,,
2015 Fall,English,ENGLISH,English,165,004,Special Topics,Celeste Langan,28501,,3,5,4,4,,,,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,165,005,Special Topics,Kristin Hanson,28504,,6,3,4,2,,,,,,,,,1,19,,,,,,,,
2015 Fall,English,ENGLISH,English,165,007,Special Topics,George Starr,28510,1,5,10,5,2,,,,,,,,,1,25,,,,,,,,
2015 Fall,English,ENGLISH,English,165,008,Special Topics,Chad Crosson,28512,,5,7,3,6,,1,,,,,,,,24,,,,,,,,
2015 Fall,English,ENGLISH,English,166,001,Special Topics,Emily Thornbury,28516,2,8,3,5,2,,,,,,,,1,,22,,,,,,,,
2015 Fall,English,ENGLISH,English,166,002,Special Topics,Poulomi Saha,28518,,5,5,5,,,,,,,,,,,24,,,,,,,,
2015 Fall,English,ENGLISH,English,171,001,Lit And Sexual Iden,Elizabeth Abel,28519,,10,5,9,7,2,1,,,,,,1,1,39,,,,,,,,
2015 Fall,English,ENGLISH,English,175,001,Lit And Disability,Celeste Langan,28522,,1,6,9,2,3,,1,,,,,,1,25,,,,,,,,
2015 Fall,English,ENGLISH,English,180L,001,Lyric Verse,Eric Falci,28528,,18,10,2,7,5,2,,,,,,,,48,,,,,,,,
2015 Fall,English,ENGLISH,English,180R,001,Romance,James Turner,28531,,,5,4,3,4,,,,,,,,,23,,,,,,,,
2015 Fall,English,ENGLISH,English,190,002,Research Seminar,Steven Goldsmith,28537,,1,3,7,1,1,,3,,,,,,,16,,,,,,,,
2015 Fall,English,ENGLISH,English,190,003,Research Seminar,Dorothy Hale,28540,1,2,5,,4,,,,1,,,,,1,14,,,,,,,,
2015 Fall,English,ENGLISH,English,190,006,Research Seminar,John Shoptaw,28549,,4,6,3,,,,,,,,,,1,14,,,,,,,,
2015 Fall,English,ENGLISH,English,190,007,Research Seminar,Carla Serpell,28552,2,4,5,5,1,,,,1,,,,,1,19,,,,,,,,
2015 Fall,English,ENGLISH,English,190,008,Research Seminar,Mitchell Breitwieser,28555,2,8,7,2,2,,,,,,,,1,1,23,,,,,,,,
2015 Fall,English,ENGLISH,English,190,009,Research Seminar,R Gonzalez,28558,,2,10,3,,,,,,,,,1,1,17,,,,,,,,
2015 Fall,English,ENGLISH,English,190,014,Research Seminar,George Starr,28570,,9,8,5,,,,,,,,,,,22,,,,,,,,
2015 Fall,English,ENGLISH,English,190,015,Research Seminar,Julia Bader,28573,,12,2,3,1,,,,,,,,,4,23,,,,,,,,
2015 Fall,English,ENGLISH,English,198,009,Directed Group Stdy,Celeste Langan,28606,,,,,,,,,,,,,,,13,,,,,,,,
2015 Fall,English,ENGLISH,English,198BC,001,Directed Group Stud,Alexander Jeziorek; Eric Falci,28627,,,,,,,,,,,,,,,19,,,,,,,,
2015 Fall,English,ENGLISH,English,198BC,005,Directed Group Stud,Claire Marie Stancek; Eric Falci,28639,,,,,,,,,,,,,,,17,,,,,,,,
2015 Fall,English,ENGLISH,English,198BC,006,Directed Group Stud,Eric Falci; Megan O'Connor,28642,,,,,,,,,,,,,,,20,,,,,,,,
2015 Fall,English,ENGLISH,English,198BC,007,Directed Group Stud,Eric Falci; Luke Terlaak Poot,28645,,,,,,,,,,,,,,,20,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",2,001,The Biosphere,Dennis Baldocchi,29153,3,16,3,13,7,6,4,12,1,,2,,4,,105,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",6,001,Environ Biology,Ignacio Chapela,29174,1,205,,,,,,,,,,,,,213,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C12,001,Int Environ Studies,Garrison Sposito; Robert Hass,29177,,11,31,20,4,1,,,,,,,,1,86,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",15,001,Intro Environ Sci,Matthew Potts; Robert Rhew,29204,2,16,20,25,18,11,8,12,9,2,2,,,,143,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",24,002,Freshman Seminar,Kevin O'Hara,29228,,,,,,,,,,,,,,,17,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",40,001,Insect/Humn Society,Rodrigo Almeida,29243,3,19,14,8,5,7,,3,1,,,,,,73,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",50AC,001,Intro Cult/Res Mgt,Kurt Spreyer,29249,21,129,25,19,23,4,1,1,,,,,,12,312,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98,020,Directed Group Stdy,Richard Gibson,29333,,,,,,,,,,,,,,,37,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98,022,Directed Group Stdy,Richard Gibson,29339,,,,,,,,,,,,,,,38,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98BC,001,Directed Group Stud,Erica Rosenblum; Natalie Stauffer,29342,,,,,,,,,,,,,,,18,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98BC,002,Directed Group Stud,Erica Rosenblum; Natalie Stauffer,29345,,,,,,,,,,,,,,,19,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98BC,003,Directed Group Stud,Erica Rosenblum; Patrick Baur,29348,,,,,,,,,,,,,,,16,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98BC,005,Directed Group Stud,Erica Rosenblum; Esther Kim,29354,,,,,,,,,,,,,,,14,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",100,001,Environ Prob Solv,Gordon Frankie,29423,5,31,19,6,4,2,1,1,1,,,,4,3,79,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",102B,001,Nat Res Sampling,Gregory Biging,29432,,5,2,4,4,1,1,4,1,,1,,,,24,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",102BL,001,Sampling Lab,Gregory Biging,29435,,5,2,3,5,1,1,2,1,,1,,,,21,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C103,001,Prin Conserv Biol,Steven Beissinger,29438,1,8,5,4,8,1,1,,1,,,,,1,30,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C104,001,Bioresource Models,Wayne Getz,29453,,1,4,2,4,3,,3,1,1,,,1,,21,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",108A,001,Trees: Taxonomy,Richard Dodd,29468,3,5,7,10,3,4,1,1,,,1,,,,35,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",108B,001,Env Change Genetics,Richard Dodd,29474,5,13,,7,5,,,,,,,,1,,31,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",117,001,Urban Gard Ecosys,Miguel Altieri,29480,10,32,15,2,1,7,,1,,,,,,,75,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",118,001,Agroecology,Miguel Altieri,29492,4,32,3,2,,1,,,,,,,,,43,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",120,001,Soil Characters,Celine Pallud,29504,2,3,3,4,1,2,1,3,2,,,,,,22,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C126,001,Animal Behavior,Damian Elias; Eileen Lacey; George Bentley,29507,2,2,4,5,5,5,5,5,,,,,1,,37,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",137,001,Landscape Ecology,Ian Wang,30920,2,5,1,,1,,,,1,,,,,,10,,,,,,,,
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",140,001,General Entomology,Patrick O'Grady,29535,3,3,3,1,,,,,,,,,,1,12,,,,,,,,
